epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,618.588,0.62827,0.90934,1.10481,0.84985,0.45679,0.72599,0.59791,0.74949,1.66554,1.30393,0.00020446,0.00020446,0.00020446
186,621.918,0.61825,0.88275,1.10981,0.59433,0.68327,0.73203,0.61067,0.75102,1.61876,1.30625,0.000204212,0.000204212,0.000204212
187,625.217,0.61493,0.89611,1.10317,0.61335,0.68345,0.76642,0.62762,0.85454,1.47984,1.35415,0.000203965,0.000203965,0.000203965
188,628.507,0.63473,0.92577,1.10837,0.81586,0.57296,0.75738,0.62371,0.80124,1.37871,1.3227,0.000203717,0.000203717,0.000203717
189,631.843,0.61941,0.92016,1.11351,0.59387,0.68939,0.74187,0.6312,0.77765,1.4681,1.33379,0.00020347,0.00020347,0.00020347
190,635.195,0.61546,0.89181,1.10605,0.75318,0.58048,0.70976,0.59376,0.7694,1.49353,1.34895,0.000203222,0.000203222,0.000203222
191,638.529,0.62413,0.90199,1.10492,0.72223,0.62033,0.68606,0.57235,0.7542,1.50776,1.30482,0.000202975,0.000202975,0.000202975
192,641.851,0.61807,0.90341,1.10763,0.705,0.61982,0.75561,0.63123,0.75866,1.47713,1.30332,0.000202727,0.000202727,0.000202727
193,645.214,0.61116,0.90503,1.10678,0.83768,0.54272,0.72401,0.60922,0.79551,1.55291,1.3329,0.00020248,0.00020248,0.00020248
194,648.547,0.60048,0.89187,1.10075,0.78471,0.61848,0.75798,0.64548,0.74194,1.4586,1.30327,0.000202232,0.000202232,0.000202232
195,651.852,0.59822,0.87262,1.08927,0.8148,0.61307,0.75283,0.63437,0.75673,1.54656,1.30314,0.000201985,0.000201985,0.000201985
196,655.178,0.60952,0.88552,1.09802,0.73217,0.63015,0.70671,0.58056,0.81969,1.59895,1.36906,0.000201737,0.000201737,0.000201737
197,658.452,0.60885,0.87392,1.09693,0.79676,0.55462,0.67236,0.54797,0.78084,1.62929,1.31843,0.00020149,0.00020149,0.00020149
198,661.788,0.60512,0.87433,1.10275,0.74826,0.53086,0.61606,0.49388,0.83503,1.8506,1.38674,0.000201243,0.000201243,0.000201243
199,665.129,0.60811,0.88758,1.10992,0.77658,0.53961,0.61817,0.5018,0.79602,1.74121,1.34345,0.000200995,0.000200995,0.000200995
200,668.461,0.60782,0.89466,1.09412,0.86416,0.4231,0.6213,0.51371,0.78599,1.65413,1.3139,0.000200747,0.000200747,0.000200747
201,671.827,0.61395,0.90122,1.10758,0.72714,0.51367,0.67242,0.55359,0.78627,1.68926,1.33443,0.0002005,0.0002005,0.0002005
202,675.193,0.61258,0.85112,1.09747,0.88084,0.45679,0.67349,0.56457,0.75418,1.56012,1.29929,0.000200252,0.000200252,0.000200252
203,678.579,0.61201,0.87648,1.10502,0.91765,0.43484,0.69966,0.57701,0.78695,1.59684,1.33253,0.000200005,0.000200005,0.000200005
204,681.953,0.59407,0.87278,1.09547,0.84231,0.49779,0.67426,0.55835,0.75922,1.79784,1.3046,0.000199757,0.000199757,0.000199757
205,685.295,0.58542,0.86394,1.09188,0.71922,0.53445,0.6722,0.56131,0.77577,1.68232,1.32022,0.00019951,0.00019951,0.00019951
206,688.608,0.59293,0.85964,1.08879,0.69966,0.60494,0.71722,0.60165,0.75389,1.65873,1.31886,0.000199263,0.000199263,0.000199263
207,691.963,0.59369,0.84615,1.08851,0.83687,0.57745,0.7358,0.60723,0.76818,1.59926,1.33773,0.000199015,0.000199015,0.000199015
208,695.237,0.61069,0.88112,1.09828,0.81709,0.57909,0.70153,0.56427,0.84855,1.641,1.40971,0.000198768,0.000198768,0.000198768
209,698.543,0.60597,0.88845,1.10014,0.81665,0.54177,0.71345,0.57321,0.81285,1.69087,1.36418,0.00019852,0.00019852,0.00019852
210,701.838,0.59359,0.867,1.08964,0.65336,0.65886,0.69394,0.56861,0.79086,1.6494,1.32818,0.000198273,0.000198273,0.000198273
211,705.169,0.58479,0.84387,1.08147,0.68711,0.65627,0.74443,0.60945,0.78767,1.45184,1.28893,0.000198025,0.000198025,0.000198025
212,708.484,0.59605,0.86078,1.08031,0.63551,0.68356,0.75028,0.63461,0.7682,1.48525,1.31735,0.000197778,0.000197778,0.000197778
213,711.784,0.5913,0.85178,1.08906,0.78354,0.60965,0.75686,0.6282,0.76769,1.3781,1.30392,0.00019753,0.00019753,0.00019753
214,715.093,0.59113,0.84673,1.09153,0.79224,0.6204,0.75023,0.62064,0.78885,1.36568,1.33162,0.000197282,0.000197282,0.000197282
215,718.375,0.59174,0.84733,1.08366,0.75889,0.6261,0.77352,0.63101,0.82746,1.4758,1.36919,0.000197035,0.000197035,0.000197035
216,721.692,0.59905,0.85608,1.09377,0.73096,0.6629,0.76469,0.62772,0.77871,1.42161,1.30746,0.000196788,0.000196788,0.000196788
217,725.012,0.59531,0.84889,1.09417,0.79522,0.53086,0.73025,0.597,0.80045,1.50297,1.34555,0.00019654,0.00019654,0.00019654
218,728.286,0.58904,0.84709,1.09034,0.80875,0.5445,0.71695,0.58914,0.7992,1.5223,1.33531,0.000196293,0.000196293,0.000196293
219,731.605,0.59934,0.86464,1.08821,0.83221,0.53645,0.71947,0.60348,0.74651,1.64161,1.29319,0.000196045,0.000196045,0.000196045
220,734.83,0.58055,0.83096,1.07872,0.84886,0.53646,0.65473,0.53274,0.76773,1.681,1.28989,0.000195798,0.000195798,0.000195798
221,738.114,0.59797,0.84801,1.09181,0.63314,0.67071,0.65556,0.54131,0.75301,1.75652,1.30051,0.00019555,0.00019555,0.00019555
222,741.431,0.5847,0.83074,1.07134,0.65006,0.6662,0.68716,0.5579,0.79117,1.67802,1.34626,0.000195303,0.000195303,0.000195303
223,744.747,0.60137,0.84977,1.0972,0.77266,0.58123,0.67791,0.54722,0.8376,1.64753,1.38022,0.000195055,0.000195055,0.000195055
224,748.064,0.60495,0.85016,1.09592,0.67125,0.60494,0.68429,0.56414,0.7911,1.65261,1.34062,0.000194808,0.000194808,0.000194808
225,751.398,0.59253,0.84927,1.08088,0.61021,0.64947,0.69683,0.58264,0.82539,1.57853,1.38357,0.00019456,0.00019456,0.00019456
226,754.75,0.59348,0.84902,1.08767,0.64232,0.64094,0.72692,0.61278,0.75215,1.54641,1.30792,0.000194313,0.000194313,0.000194313
227,758.041,0.58195,0.81557,1.0831,0.74422,0.50167,0.72115,0.60465,0.75316,1.6815,1.31239,0.000194065,0.000194065,0.000194065
228,761.376,0.59101,0.85851,1.08926,0.69843,0.53703,0.7046,0.59112,0.74599,1.66403,1.30996,0.000193817,0.000193817,0.000193817
229,764.714,0.5903,0.82507,1.09113,0.78234,0.56537,0.72744,0.60987,0.74274,1.62677,1.30466,0.00019357,0.00019357,0.00019357
230,768.032,0.59688,0.85782,1.08565,0.68859,0.70185,0.78508,0.64828,0.78945,1.4787,1.32806,0.000193323,0.000193323,0.000193323
231,771.415,0.58255,0.84459,1.08464,0.70727,0.7047,0.79141,0.65785,0.76373,1.36309,1.30638,0.000193075,0.000193075,0.000193075
232,774.734,0.5976,0.84782,1.08758,0.6322,0.70722,0.76681,0.62768,0.77722,1.40478,1.32871,0.000192828,0.000192828,0.000192828
233,778.007,0.59039,0.86263,1.09226,0.65196,0.65406,0.71576,0.59067,0.74317,1.44889,1.30406,0.00019258,0.00019258,0.00019258
234,781.328,0.58273,0.84054,1.08672,0.67933,0.67834,0.70138,0.57478,0.73763,1.52344,1.29174,0.000192333,0.000192333,0.000192333
235,784.676,0.58737,0.84966,1.08692,0.80421,0.55373,0.71008,0.57854,0.75292,1.54322,1.31222,0.000192085,0.000192085,0.000192085
236,787.995,0.58382,0.84111,1.08389,0.76579,0.57308,0.72199,0.60165,0.76795,1.59309,1.33557,0.000191837,0.000191837,0.000191837
237,791.326,0.58794,0.82141,1.08863,0.89571,0.44606,0.66661,0.54725,0.76884,1.70345,1.35883,0.00019159,0.00019159,0.00019159
238,794.664,0.57619,0.81389,1.0751,0.72808,0.61429,0.70795,0.59635,0.73445,1.64658,1.3003,0.000191343,0.000191343,0.000191343
239,797.967,0.58742,0.84219,1.08684,0.81255,0.5679,0.71809,0.59868,0.74701,1.75843,1.30245,0.000191095,0.000191095,0.000191095
240,801.248,0.5864,0.81596,1.08009,0.78683,0.5811,0.6907,0.57157,0.80187,1.85437,1.34756,0.000190848,0.000190848,0.000190848
241,804.563,0.58836,0.82682,1.08661,0.77896,0.57993,0.74411,0.61563,0.80284,1.59838,1.34047,0.0001906,0.0001906,0.0001906
242,807.895,0.5726,0.82846,1.07459,0.79024,0.52955,0.70425,0.57212,0.82295,1.57379,1.37397,0.000190353,0.000190353,0.000190353
243,811.199,0.57676,0.82916,1.07895,0.70841,0.63017,0.64548,0.53364,0.73712,1.63371,1.29284,0.000190105,0.000190105,0.000190105
244,814.513,0.58388,0.83633,1.07572,0.83985,0.53113,0.71015,0.57744,0.75835,1.54587,1.31942,0.000189858,0.000189858,0.000189858
245,817.831,0.57199,0.8154,1.06955,0.74214,0.58165,0.65958,0.5515,0.74221,1.59753,1.28885,0.00018961,0.00018961,0.00018961
246,821.168,0.57657,0.82027,1.07908,0.81453,0.60033,0.70355,0.58148,0.76065,1.46909,1.30832,0.000189363,0.000189363,0.000189363
247,824.491,0.59244,0.80859,1.0705,0.77694,0.58112,0.73127,0.60786,0.76096,1.42905,1.32048,0.000189115,0.000189115,0.000189115
248,827.752,0.57554,0.81664,1.07365,0.7807,0.63024,0.70908,0.58934,0.78521,1.58748,1.34434,0.000188867,0.000188867,0.000188867
249,831.061,0.57758,0.8352,1.08178,0.77939,0.61119,0.72535,0.59916,0.75837,1.55827,1.31047,0.00018862,0.00018862,0.00018862
250,834.401,0.57271,0.82474,1.07621,0.82452,0.63388,0.77633,0.64412,0.75867,1.24665,1.31579,0.000188372,0.000188372,0.000188372
251,837.698,0.57592,0.83561,1.08464,0.74102,0.6309,0.73356,0.5974,0.74206,1.43072,1.28291,0.000188125,0.000188125,0.000188125
252,841.038,0.5891,0.84409,1.08527,0.74716,0.57749,0.73514,0.59834,0.78786,1.52683,1.32363,0.000187878,0.000187878,0.000187878
253,844.365,0.58679,0.82478,1.07339,0.77938,0.59291,0.73402,0.59721,0.77161,1.50906,1.31045,0.00018763,0.00018763,0.00018763
254,847.687,0.58895,0.84199,1.08482,0.7657,0.58642,0.74833,0.60857,0.81498,1.51804,1.34674,0.000187383,0.000187383,0.000187383
255,850.954,0.57544,0.81647,1.07617,0.80544,0.58642,0.76512,0.6222,0.77953,1.41803,1.32198,0.000187135,0.000187135,0.000187135
256,854.193,0.58095,0.82139,1.07594,0.80325,0.63302,0.77199,0.6384,0.78302,1.2924,1.31945,0.000186888,0.000186888,0.000186888
257,857.491,0.5845,0.83839,1.08319,0.84479,0.55392,0.74546,0.62272,0.74238,1.31073,1.27526,0.00018664,0.00018664,0.00018664
258,860.826,0.56534,0.82251,1.06841,0.73061,0.63593,0.7424,0.60543,0.77221,1.37025,1.30471,0.000186392,0.000186392,0.000186392
259,864.168,0.56679,0.79241,1.06628,0.75004,0.62742,0.72274,0.59365,0.75432,1.49077,1.29186,0.000186145,0.000186145,0.000186145
260,867.452,0.56925,0.82019,1.07836,0.73195,0.64374,0.71191,0.59062,0.73677,1.53879,1.29803,0.000185898,0.000185898,0.000185898
261,870.784,0.57684,0.81652,1.07569,0.78746,0.62309,0.72741,0.61051,0.76353,1.5045,1.31514,0.00018565,0.00018565,0.00018565
262,874.093,0.57015,0.80563,1.07036,0.8555,0.49831,0.74679,0.61472,0.79541,1.50152,1.32957,0.000185402,0.000185402,0.000185402
263,877.423,0.56809,0.80231,1.06648,0.76576,0.54631,0.74852,0.60986,0.78643,1.45977,1.31647,0.000185155,0.000185155,0.000185155
264,880.758,0.59017,0.83028,1.08646,0.73437,0.60571,0.74717,0.61487,0.79044,1.52798,1.3558,0.000184908,0.000184908,0.000184908
265,884.031,0.57655,0.81466,1.07481,0.80884,0.57514,0.72345,0.60451,0.76273,1.60753,1.31283,0.00018466,0.00018466,0.00018466
266,887.299,0.57241,0.81306,1.07476,0.80139,0.53283,0.73857,0.59932,0.82876,1.58264,1.35711,0.000184413,0.000184413,0.000184413
267,890.638,0.56814,0.82689,1.06574,0.66269,0.64198,0.73106,0.59713,0.79747,1.62651,1.32759,0.000184165,0.000184165,0.000184165
268,893.929,0.57134,0.82141,1.06853,0.91542,0.49402,0.73057,0.59341,0.82864,1.59572,1.37668,0.000183917,0.000183917,0.000183917
269,897.206,0.56871,0.79453,1.07179,0.86819,0.50574,0.8108,0.66451,0.82784,1.38084,1.39348,0.00018367,0.00018367,0.00018367
270,900.54,0.5721,0.80941,1.0732,0.81559,0.62741,0.81825,0.66071,0.80383,1.23475,1.35926,0.000183422,0.000183422,0.000183422
271,903.822,0.5713,0.82122,1.07622,0.75071,0.66783,0.78323,0.65337,0.7721,1.26663,1.33212,0.000183175,0.000183175,0.000183175
272,907.147,0.55613,0.78301,1.05389,0.65477,0.67208,0.73829,0.6205,0.77016,1.47654,1.3447,0.000182927,0.000182927,0.000182927
273,910.511,0.56389,0.79568,1.06806,0.65746,0.67084,0.74472,0.62151,0.76609,1.51422,1.33363,0.00018268,0.00018268,0.00018268
274,913.856,0.5693,0.78811,1.06337,0.73284,0.61227,0.74875,0.62526,0.76626,1.40751,1.32319,0.000182433,0.000182433,0.000182433
275,917.192,0.55522,0.77623,1.06722,0.76458,0.5649,0.75817,0.62576,0.78185,1.39764,1.33411,0.000182185,0.000182185,0.000182185
276,920.463,0.57559,0.79803,1.07949,0.84609,0.56856,0.78631,0.65533,0.77028,1.31442,1.31535,0.000181937,0.000181937,0.000181937
277,923.791,0.56492,0.78812,1.07151,0.80961,0.59257,0.78679,0.65275,0.72957,1.28201,1.27075,0.00018169,0.00018169,0.00018169
278,927.07,0.56453,0.79993,1.06635,0.82907,0.45679,0.72334,0.60947,0.72108,1.49729,1.27061,0.000181443,0.000181443,0.000181443
279,930.352,0.56772,0.80257,1.06557,0.78669,0.52456,0.68025,0.57621,0.71527,1.60821,1.25541,0.000181195,0.000181195,0.000181195
280,933.65,0.56628,0.77644,1.06101,0.49706,0.675,0.70574,0.60078,0.72941,1.58047,1.26616,0.000180947,0.000180947,0.000180947
281,936.988,0.55609,0.776,1.05041,0.55939,0.62626,0.67244,0.55961,0.8014,1.68772,1.32215,0.0001807,0.0001807,0.0001807
282,940.352,0.55909,0.79931,1.05505,0.79843,0.46133,0.58508,0.48168,0.78572,1.79598,1.30946,0.000180452,0.000180452,0.000180452
283,943.668,0.56086,0.79971,1.05656,0.67215,0.59802,0.63987,0.52444,0.79229,1.62904,1.31944,0.000180205,0.000180205,0.000180205
284,946.974,0.57638,0.82357,1.07776,0.91006,0.47293,0.70503,0.59203,0.78297,1.56822,1.31044,0.000179958,0.000179958,0.000179958
285,950.32,0.56325,0.78321,1.06702,0.80125,0.58815,0.72269,0.59606,0.78879,1.51288,1.347,0.00017971,0.00017971,0.00017971
286,953.569,0.55864,0.79318,1.05994,0.73409,0.64886,0.74737,0.62543,0.74912,1.48768,1.30923,0.000179463,0.000179463,0.000179463
287,956.896,0.56865,0.80252,1.06589,0.70982,0.64541,0.74124,0.62043,0.72859,1.45014,1.28211,0.000179215,0.000179215,0.000179215
288,960.238,0.55559,0.77015,1.05367,0.75718,0.58314,0.73102,0.60824,0.73432,1.45677,1.29456,0.000178968,0.000178968,0.000178968
289,963.538,0.57926,0.80208,1.07095,0.59186,0.64991,0.73378,0.61907,0.73245,1.54539,1.27993,0.00017872,0.00017872,0.00017872
290,966.818,0.56834,0.79195,1.06927,0.62096,0.64826,0.74631,0.61659,0.76034,1.52926,1.29118,0.000178473,0.000178473,0.000178473
291,970.135,0.5687,0.79747,1.062,0.6872,0.66009,0.74757,0.62262,0.752,1.48734,1.2899,0.000178225,0.000178225,0.000178225
292,973.475,0.5506,0.78374,1.05291,0.84227,0.57616,0.75158,0.62511,0.80361,1.44845,1.38013,0.000177978,0.000177978,0.000177978
293,976.784,0.56339,0.7863,1.06644,0.82819,0.54047,0.72935,0.61655,0.76537,1.51153,1.31193,0.00017773,0.00017773,0.00017773
294,980.108,0.55841,0.78219,1.0599,0.80178,0.53086,0.68274,0.57364,0.76671,1.5585,1.31845,0.000177483,0.000177483,0.000177483
295,983.414,0.55943,0.77748,1.05469,0.79621,0.60494,0.68853,0.56193,0.82621,1.54298,1.3629,0.000177235,0.000177235,0.000177235
296,986.694,0.55985,0.78061,1.05569,0.77946,0.5679,0.68694,0.55895,0.83085,1.59839,1.36908,0.000176988,0.000176988,0.000176988
297,990.012,0.54844,0.77155,1.04934,0.7903,0.57445,0.70508,0.57066,0.83095,1.48226,1.38173,0.00017674,0.00017674,0.00017674
298,993.292,0.55075,0.78877,1.05279,0.73864,0.61737,0.74996,0.60401,0.80924,1.38166,1.37745,0.000176493,0.000176493,0.000176493
299,996.568,0.55764,0.77618,1.05467,0.69919,0.62313,0.71737,0.59809,0.78023,1.494,1.33661,0.000176245,0.000176245,0.000176245
300,999.95,0.55403,0.78377,1.05418,0.88932,0.49022,0.71963,0.60735,0.74573,1.49168,1.28057,0.000175998,0.000175998,0.000175998
301,1003.25,0.55254,0.76966,1.05455,0.63796,0.62346,0.75344,0.62686,0.78572,1.57176,1.33533,0.00017575,0.00017575,0.00017575
302,1006.55,0.54874,0.75904,1.05098,0.55254,0.73125,0.77019,0.63233,0.80945,1.46558,1.33963,0.000175503,0.000175503,0.000175503
303,1009.84,0.54405,0.74135,1.04587,0.53668,0.69265,0.74188,0.61135,0.8047,1.54722,1.32312,0.000175255,0.000175255,0.000175255
304,1013.12,0.56368,0.7685,1.05713,0.93282,0.442,0.77118,0.64685,0.7914,1.55633,1.3369,0.000175008,0.000175008,0.000175008
305,1016.47,0.54988,0.74506,1.05242,0.60355,0.67094,0.77449,0.64291,0.81467,1.41024,1.36336,0.00017476,0.00017476,0.00017476
306,1019.82,0.56268,0.78982,1.06678,0.69708,0.64313,0.77238,0.64219,0.81461,1.41533,1.34728,0.000174513,0.000174513,0.000174513
307,1023.11,0.5432,0.76125,1.05314,0.75213,0.60494,0.76467,0.63856,0.81066,1.427,1.3363,0.000174265,0.000174265,0.000174265
308,1026.44,0.54099,0.75105,1.04937,0.74376,0.66031,0.7684,0.6435,0.7786,1.42335,1.30643,0.000174018,0.000174018,0.000174018
309,1029.77,0.55007,0.75886,1.05788,0.88429,0.55783,0.76532,0.62862,0.82581,1.40895,1.3788,0.00017377,0.00017377,0.00017377
310,1033.06,0.55279,0.77487,1.04915,0.75316,0.64698,0.77386,0.63653,0.80758,1.29537,1.36151,0.000173523,0.000173523,0.000173523
311,1036.35,0.54041,0.75542,1.04636,0.736,0.67997,0.77115,0.63915,0.75753,1.26604,1.28934,0.000173275,0.000173275,0.000173275
312,1039.66,0.55583,0.79745,1.06319,0.86257,0.53534,0.74554,0.62039,0.74375,1.43651,1.27212,0.000173028,0.000173028,0.000173028
313,1043.01,0.54714,0.75286,1.05177,0.68383,0.65424,0.77267,0.65301,0.73412,1.45613,1.28714,0.00017278,0.00017278,0.00017278
314,1046.37,0.55284,0.78163,1.05423,0.60509,0.64198,0.74847,0.62539,0.77083,1.43667,1.30488,0.000172533,0.000172533,0.000172533
315,1049.72,0.54652,0.76129,1.05194,0.49851,0.7658,0.79565,0.65099,0.78828,1.39654,1.30803,0.000172285,0.000172285,0.000172285
316,1053.02,0.5483,0.77057,1.04804,0.74349,0.60494,0.78578,0.63851,0.7754,1.37673,1.29687,0.000172038,0.000172038,0.000172038
317,1056.36,0.54087,0.73811,1.04236,0.89109,0.49383,0.75131,0.62175,0.79268,1.41331,1.28087,0.00017179,0.00017179,0.00017179
318,1059.64,0.54275,0.75418,1.04761,0.89194,0.53086,0.72658,0.59348,0.80893,1.43015,1.32041,0.000171543,0.000171543,0.000171543
319,1062.87,0.54632,0.77444,1.05366,0.73491,0.61816,0.74982,0.61881,0.78554,1.49728,1.33252,0.000171295,0.000171295,0.000171295
320,1066.2,0.54256,0.74048,1.04883,0.71281,0.62073,0.76979,0.64092,0.7632,1.4871,1.31577,0.000171048,0.000171048,0.000171048
321,1069.57,0.54826,0.76797,1.05503,0.69473,0.66691,0.74034,0.62146,0.75186,1.5934,1.28306,0.0001708,0.0001708,0.0001708
322,1072.84,0.54463,0.75062,1.04861,0.7854,0.6376,0.76349,0.63841,0.77046,1.55571,1.31213,0.000170553,0.000170553,0.000170553
323,1076.13,0.55599,0.7748,1.05962,0.80426,0.60494,0.75984,0.63618,0.7784,1.42733,1.32997,0.000170305,0.000170305,0.000170305
324,1079.43,0.55001,0.75959,1.05164,0.74647,0.61854,0.76305,0.64097,0.76724,1.50321,1.3022,0.000170057,0.000170057,0.000170057
325,1082.76,0.54093,0.76181,1.05222,0.76025,0.66042,0.7803,0.65946,0.75829,1.41437,1.30851,0.00016981,0.00016981,0.00016981
326,1086.11,0.54393,0.75281,1.05284,0.66187,0.69216,0.76633,0.63282,0.78651,1.33219,1.34314,0.000169563,0.000169563,0.000169563
327,1089.34,0.53911,0.76246,1.04817,0.70835,0.68833,0.7479,0.61465,0.80371,1.35492,1.34273,0.000169315,0.000169315,0.000169315
328,1092.62,0.55809,0.77846,1.05753,0.76209,0.64198,0.73522,0.5983,0.77211,1.39287,1.30791,0.000169068,0.000169068,0.000169068
329,1095.98,0.5315,0.73093,1.03788,0.8701,0.52906,0.77356,0.63499,0.76824,1.46729,1.3011,0.00016882,0.00016882,0.00016882
330,1099.3,0.55076,0.76005,1.05288,0.91257,0.5237,0.76799,0.62567,0.78504,1.42012,1.30942,0.000168573,0.000168573,0.000168573
331,1102.56,0.54594,0.75854,1.04934,0.79229,0.60559,0.76341,0.63958,0.78293,1.45725,1.30366,0.000168325,0.000168325,0.000168325
332,1105.85,0.54412,0.75319,1.05339,0.85338,0.51587,0.76012,0.63704,0.7745,1.54181,1.3018,0.000168078,0.000168078,0.000168078
333,1109.2,0.53158,0.73477,1.04378,0.82079,0.6014,0.75674,0.63806,0.76387,1.47434,1.30321,0.00016783,0.00016783,0.00016783
334,1112.42,0.53426,0.73826,1.04099,0.7233,0.67901,0.73705,0.6098,0.77422,1.47813,1.30492,0.000167583,0.000167583,0.000167583
335,1115.66,0.54936,0.75747,1.0484,0.70703,0.60494,0.73112,0.59684,0.79867,1.58154,1.31738,0.000167335,0.000167335,0.000167335
336,1118.94,0.54712,0.7658,1.05591,0.8167,0.52796,0.73334,0.60078,0.78963,1.5889,1.31436,0.000167088,0.000167088,0.000167088
337,1122.26,0.53609,0.74958,1.03966,0.85214,0.49251,0.74392,0.62431,0.77312,1.64233,1.30566,0.00016684,0.00016684,0.00016684
338,1125.62,0.53991,0.75744,1.04643,0.87218,0.49383,0.69875,0.58021,0.77509,1.64978,1.31498,0.000166593,0.000166593,0.000166593
339,1128.95,0.52755,0.73508,1.04531,0.8955,0.49383,0.77169,0.6402,0.75733,1.47721,1.29045,0.000166345,0.000166345,0.000166345
340,1132.28,0.53595,0.73506,1.0438,0.77717,0.57357,0.81069,0.67296,0.77323,1.32007,1.3091,0.000166098,0.000166098,0.000166098
341,1135.67,0.53859,0.74609,1.04678,0.88495,0.51369,0.77514,0.64453,0.75484,1.42343,1.28107,0.00016585,0.00016585,0.00016585
342,1138.96,0.53389,0.75198,1.04427,0.86254,0.53086,0.7559,0.62572,0.77872,1.52754,1.30229,0.000165603,0.000165603,0.000165603
343,1142.27,0.53747,0.74425,1.04165,0.81652,0.54995,0.76408,0.64306,0.74583,1.62038,1.28508,0.000165355,0.000165355,0.000165355
344,1145.62,0.53341,0.75128,1.03977,0.908,0.49774,0.76631,0.64001,0.78301,1.60149,1.33298,0.000165108,0.000165108,0.000165108
345,1148.98,0.53217,0.73749,1.04822,0.71336,0.70335,0.79395,0.64986,0.74053,1.34306,1.29324,0.00016486,0.00016486,0.00016486
346,1152.31,0.54188,0.76752,1.0523,0.65986,0.69613,0.77695,0.6239,0.7851,1.28844,1.30807,0.000164612,0.000164612,0.000164612
347,1155.62,0.51755,0.73445,1.03648,0.78289,0.57942,0.76755,0.61803,0.76899,1.41196,1.3218,0.000164365,0.000164365,0.000164365
348,1158.95,0.53482,0.7583,1.04124,0.92163,0.49383,0.72926,0.59222,0.79179,1.48266,1.35612,0.000164118,0.000164118,0.000164118
349,1162.2,0.53215,0.7426,1.04914,0.81276,0.5679,0.74301,0.59409,0.80928,1.53283,1.37249,0.00016387,0.00016387,0.00016387
350,1165.53,0.53482,0.72019,1.03713,0.73331,0.5679,0.7168,0.5731,0.80815,1.60061,1.35624,0.000163622,0.000163622,0.000163622
351,1168.8,0.51975,0.71397,1.02495,0.74765,0.5679,0.7027,0.57847,0.77275,1.5742,1.32826,0.000163375,0.000163375,0.000163375
352,1172.08,0.5232,0.72528,1.03299,0.809,0.53963,0.71662,0.59121,0.77412,1.57685,1.28975,0.000163128,0.000163128,0.000163128
353,1175.38,0.53408,0.74556,1.03959,0.83473,0.49383,0.67418,0.55827,0.77983,1.60914,1.29133,0.00016288,0.00016288,0.00016288
354,1178.7,0.5342,0.74341,1.04087,0.7616,0.49383,0.68932,0.58125,0.74814,1.62118,1.26563,0.000162633,0.000162633,0.000162633
355,1182,0.53525,0.73442,1.0436,0.54711,0.65388,0.74325,0.61468,0.78048,1.53807,1.31541,0.000162385,0.000162385,0.000162385
356,1185.32,0.51106,0.69586,1.02488,0.83815,0.50191,0.74445,0.61478,0.80785,1.52346,1.33366,0.000162138,0.000162138,0.000162138
357,1188.67,0.53932,0.74829,1.05207,0.91317,0.47651,0.70193,0.57863,0.78954,1.5663,1.32015,0.00016189,0.00016189,0.00016189
358,1191.98,0.53973,0.74779,1.04192,0.90054,0.45679,0.69227,0.57157,0.77121,1.61334,1.30701,0.000161642,0.000161642,0.000161642
359,1195.3,0.53135,0.74106,1.04045,0.83165,0.49383,0.70775,0.5814,0.79772,1.64667,1.33377,0.000161395,0.000161395,0.000161395
360,1198.62,0.53957,0.76538,1.05498,0.85369,0.53086,0.73079,0.59723,0.78848,1.55259,1.31908,0.000161148,0.000161148,0.000161148
361,1201.96,0.52811,0.74091,1.04569,0.83333,0.58003,0.76321,0.63104,0.76395,1.37024,1.28898,0.0001609,0.0001609,0.0001609
362,1205.3,0.52441,0.72323,1.04263,0.66768,0.6314,0.73628,0.60789,0.76067,1.47109,1.28688,0.000160653,0.000160653,0.000160653
363,1208.56,0.52695,0.72188,1.0382,0.70494,0.6254,0.70429,0.58052,0.76782,1.58177,1.29771,0.000160405,0.000160405,0.000160405
364,1211.86,0.52791,0.74561,1.04009,0.90715,0.45813,0.68321,0.56242,0.79221,1.71542,1.30259,0.000160157,0.000160157,0.000160157
365,1215.21,0.52615,0.71852,1.0415,0.80112,0.51769,0.69236,0.56461,0.80215,1.68688,1.31055,0.00015991,0.00015991,0.00015991
366,1218.54,0.53145,0.75842,1.04462,0.88008,0.49383,0.71121,0.58957,0.78656,1.60166,1.296,0.000159663,0.000159663,0.000159663
367,1221.88,0.54304,0.74481,1.04779,0.85638,0.49383,0.69155,0.56853,0.78941,1.60648,1.30341,0.000159415,0.000159415,0.000159415
368,1225.18,0.52885,0.74112,1.03734,0.87593,0.49383,0.66094,0.54714,0.74707,1.60408,1.2523,0.000159167,0.000159167,0.000159167
369,1228.49,0.52519,0.73111,1.04099,0.94143,0.44462,0.69122,0.58119,0.75115,1.58461,1.26762,0.00015892,0.00015892,0.00015892
370,1231.8,0.52155,0.7328,1.04251,0.85888,0.53086,0.69135,0.57754,0.73236,1.60322,1.27177,0.000158673,0.000158673,0.000158673
